sim,AT,focus
0.8600119948387146,1,0.6
0.8067876100540161,1,0.7142857142857143
0.8363233208656311,1,0.3333333333333333
0.8707956075668335,2,0.8
0.8656699657440186,1,0.4
0.8495282530784607,1,0.4
0.9114556908607483,1,0.5555555555555556
0.8430041670799255,1,0.4
0.8263915181159973,1,0.0
0.8470270037651062,1,0.2
0.9361922740936279,1,0.4444444444444444
0.8228633999824524,1,0.5
0.9229127168655396,1,0.5714285714285714
0.9482279419898987,2,0.9166666666666666
0.9469979405403137,2,1.0
0.8671038746833801,1,0.25
0.9096184968948364,2,0.6
0.9355794787406921,2,0.75
0.7915248274803162,2,0.5
0.8881146907806396,1,0.6
0.8985717296600342,2,1.0
0.9675628542900085,1,0.7142857142857143
0.9360243678092957,2,1.0
0.7592610120773315,1,0.75
0.8566630482673645,2,0.75
0.8343327641487122,2,0.5
0.8229273557662964,2,0.7777777777777778
0.8595073819160461,1,0.75
0.8511463403701782,2,0.6666666666666666
0.8445955514907837,2,0.3333333333333333
0.7634952664375305,1,0.25
0.9220556616783142,2,0.5714285714285714
0.8529455661773682,1,1.0
0.8425754904747009,1,0.4
0.9194993376731873,1,0.5
0.8133676052093506,1,0.6666666666666666
0.9033441543579102,2,0.7142857142857143
0.8229410648345947,1,1.0
0.8639833927154541,1,0.3333333333333333
0.9085902571678162,2,0.75
0.9324450492858887,2,0.6
0.8639367818832397,1,0.8
0.8886245489120483,1,0.42857142857142855
0.8663657307624817,1,0.2
0.9475512504577637,1,0.46153846153846156
0.9179735779762268,2,0.6666666666666666
0.9019995331764221,1,0.75
0.895298182964325,1,0.5
0.7420909404754639,1,0.25
0.7737162113189697,1,0.6666666666666666
0.9232791066169739,1,0.625
0.800701379776001,1,0.8
0.8648192286491394,1,0.16666666666666666
0.9008756875991821,2,1.0
0.9537879824638367,2,0.9
0.8934060335159302,2,1.0
0.8781606554985046,1,0.6
0.8873750567436218,1,0.5
0.8889579772949219,1,0.2857142857142857
0.8133459687232971,1,0.6666666666666666
0.8990118503570557,1,0.42857142857142855
0.7610416412353516,1,0.8333333333333334
0.8430222272872925,1,0.6
0.9309564232826233,1,0.46153846153846156
0.9116058349609375,1,0.75
0.9190130233764648,1,0.42857142857142855
0.8985371589660645,2,0.5
0.9125622510910034,2,0.75
0.9228753447532654,1,0.5714285714285714
0.8096373677253723,1,0.75
0.8746387362480164,1,0.8333333333333334
0.8846989274024963,1,0.8571428571428571
0.8123959898948669,1,0.5
0.9076243042945862,1,0.7
0.849001944065094,1,0.75
0.8279970288276672,2,0.75
0.9029284715652466,2,0.7142857142857143
0.8980058431625366,2,0.7142857142857143
0.6538812518119812,2,0.75
0.8746636509895325,2,1.0
0.7783591747283936,2,0.75
0.9114136695861816,1,0.6666666666666666
0.8603577017784119,1,0.8
0.9242832064628601,2,0.7
0.8453383445739746,1,0.5714285714285714
0.8487613797187805,2,0.6
0.9324486255645752,2,0.3333333333333333
0.8871485590934753,2,0.6666666666666666
0.9333260655403137,1,0.3
0.8365312814712524,1,0.25
0.8420489430427551,1,0.6
0.8595946431159973,2,0.4
0.8920502066612244,2,0.3333333333333333
0.8452802896499634,1,0.0
0.8887035250663757,1,0.5
0.8927181959152222,1,0.42857142857142855
0.8955051898956299,2,0.3333333333333333
0.8209299445152283,2,0.3333333333333333
0.9062823057174683,2,0.6666666666666666
0.8617687821388245,2,0.75
0.9166907668113708,2,0.6666666666666666
0.8858348727226257,1,0.8
0.8784134984016418,2,0.16666666666666666
0.848754346370697,1,0.16666666666666666
0.8346673846244812,1,0.16666666666666666
0.9114493131637573,2,0.7142857142857143
0.8632262349128723,2,0.7142857142857143
0.8611211776733398,1,0.14285714285714285
0.7457998991012573,1,0.75
0.8785742521286011,2,0.42857142857142855
0.8365679979324341,2,0.3333333333333333
0.8101411461830139,2,0.2857142857142857
0.8833023905754089,2,0.5
0.8544134497642517,2,0.3333333333333333
0.8155661225318909,1,0.3333333333333333
0.8509983420372009,1,0.5
0.8763337731361389,2,0.7142857142857143
0.9258630871772766,1,0.5714285714285714
0.8413196206092834,1,0.6
0.8997047543525696,0,0.5714285714285714
0.9265111088752747,1,0.7142857142857143
0.9640893936157227,2,0.8
0.8643885850906372,1,0.5
0.8563306927680969,1,0.75
0.7294228672981262,1,0.3333333333333333
0.8375568985939026,1,0.6666666666666666
0.8618619441986084,1,0.6666666666666666
0.7699159383773804,1,0.5
0.8535101413726807,1,0.5
0.8057348728179932,1,0.6666666666666666
0.7895525693893433,1,0.5
0.8034979701042175,1,0.75
0.9039516448974609,1,0.5
0.8568419814109802,1,0.25
0.7812547087669373,1,0.3333333333333333
0.8264144659042358,1,0.5
0.846649706363678,1,0.2
0.9166143536567688,2,0.625
0.8924645185470581,2,0.25
0.8521037101745605,1,0.2
0.8316019177436829,1,0.5
0.9346553087234497,2,0.8333333333333334
0.842510998249054,1,0.2
0.8919404745101929,1,0.2
0.8009521961212158,1,0.5
0.9036389589309692,1,0.5
0.8204964995384216,1,0.2
0.8537904024124146,1,0.3333333333333333
0.863522469997406,0,0.5
0.8821143507957458,0,0.3333333333333333
0.8635835647583008,1,0.5
0.8893414735794067,2,0.25
0.8916952013969421,1,0.5
0.8189406394958496,1,0.75
0.8101473450660706,1,0.75
0.8318150043487549,0,0.3333333333333333
0.7542273998260498,2,1.0
0.8545841574668884,1,0.5
0.7527285218238831,0,0.3333333333333333
0.8604908585548401,1,0.5
0.9114655256271362,0,0.7142857142857143
0.871981143951416,2,1.0
0.8100428581237793,2,0.5
0.8068084716796875,2,0.6666666666666666
0.8077042102813721,1,1.0
0.8833428025245667,1,0.3333333333333333
0.8838902115821838,2,0.5
0.775951087474823,0,0.5
0.8895478844642639,1,0.6
0.8254625201225281,1,0.75
0.809583842754364,1,0.5
0.8700767159461975,2,0.5
0.8554391860961914,1,0.6
0.8358571529388428,1,0.5
0.7955920100212097,1,0.5
0.79521644115448,1,0.4
0.8911247849464417,1,0.4
0.9242504239082336,2,0.5
0.8349581956863403,1,0.2
0.8705599904060364,1,0.4
0.8720893263816833,2,0.6
0.832371175289154,1,0.4
0.9101310968399048,1,0.6666666666666666
0.784808337688446,1,0.6
0.8698036670684814,2,0.6666666666666666
0.8787093758583069,1,0.42857142857142855
0.8803606629371643,1,0.125
0.9260016679763794,1,0.7142857142857143
0.9052236676216125,2,0.3333333333333333
0.9241632223129272,1,0.5
0.8799992203712463,0,0.2857142857142857
0.913136899471283,1,0.3333333333333333
0.921081006526947,1,0.375
0.8693943619728088,2,0.4
0.9362694025039673,1,0.4
0.889232337474823,2,0.6666666666666666
0.8862950205802917,1,0.75
0.7117289304733276,1,0.6
0.7242680191993713,1,0.5
0.8588992357254028,1,0.6
0.9341537952423096,1,0.7
0.8280504941940308,1,0.6666666666666666
0.8054501414299011,2,0.6
0.9012113213539124,1,0.14285714285714285
0.9147778749465942,1,0.75
0.9049990773200989,1,0.3
0.863130509853363,1,0.3333333333333333
0.8903742432594299,1,0.375
0.8368002772331238,1,0.4
0.9087016582489014,1,0.5
0.8028147220611572,2,0.8
0.8872082829475403,2,0.6
0.8408522009849548,1,0.4
0.8727129697799683,0,0.3076923076923077
0.8185657858848572,1,0.5714285714285714
0.8705637454986572,1,0.6
0.8829652070999146,2,0.4
0.7656736969947815,2,0.6666666666666666
0.955026388168335,2,0.9090909090909091
0.9044871926307678,1,0.625
0.8785571455955505,1,0.5
0.7706603407859802,2,0.6666666666666666
0.8513192534446716,1,0.6666666666666666
0.9055397510528564,1,0.8
0.9294461011886597,1,0.375
0.874783456325531,1,0.8571428571428571
0.8606826663017273,1,0.8
0.8733740448951721,1,0.3333333333333333
0.8849478960037231,1,0.6666666666666666
0.9258779287338257,1,0.5
0.80808424949646,2,0.6
0.8414287567138672,2,0.75
0.9018073678016663,1,0.3333333333333333
0.8544831275939941,2,0.5
0.8472126722335815,1,0.42857142857142855
0.9222385883331299,1,0.375
0.9367361664772034,1,0.5
0.8181883096694946,0,0.5
0.9150285720825195,2,0.6666666666666666
0.8438904881477356,1,0.25
0.9093185663223267,2,0.8571428571428571
0.8457600474357605,2,0.5
0.8852022886276245,2,1.0
0.8999689817428589,2,0.6666666666666666
0.9423844218254089,2,0.75
0.8624576330184937,1,0.375
0.8740044236183167,2,0.6666666666666666
0.8583866357803345,1,0.6666666666666666
0.9075758457183838,1,0.5
0.8716943264007568,2,0.6
0.9079767465591431,2,0.5454545454545454
0.9347153306007385,2,0.4
0.9469773173332214,1,0.5555555555555556
0.9376506209373474,1,0.5714285714285714
0.9056234955787659,1,0.4444444444444444
0.9149276614189148,1,0.5
0.9449542164802551,1,0.5555555555555556
0.8851715326309204,2,0.5
0.9113966226577759,1,0.42857142857142855
0.8994917869567871,1,0.625
0.9421883821487427,2,0.2
0.8548442125320435,2,0.75
0.868639349937439,2,0.5
0.7861276865005493,1,0.6
0.9412076473236084,2,0.625
0.8191976547241211,2,0.8571428571428571
0.8609262704849243,2,0.75
0.7670655846595764,1,0.5
0.8297149538993835,2,1.0
0.8211285471916199,1,0.5
0.8658586740493774,2,1.0
0.902243971824646,1,0.14285714285714285
0.803130567073822,1,0.3333333333333333
0.9413009881973267,1,0.375
0.8980864882469177,1,0.5
0.9578694701194763,2,0.6666666666666666
0.9031422138214111,2,1.0
0.9205929636955261,2,0.6666666666666666
0.8710764646530151,2,1.0
0.7922965884208679,1,1.0
0.8636247515678406,1,1.0
0.8677268028259277,2,0.75
0.923061192035675,2,0.6666666666666666
0.9144666790962219,2,0.6666666666666666
0.8721208572387695,2,1.0
0.8703067898750305,1,0.42857142857142855
0.9013628959655762,1,0.42857142857142855
0.8728349804878235,1,0.3333333333333333
0.9042531847953796,1,0.5
0.9385221004486084,1,0.7777777777777778
0.8928587436676025,2,0.75
0.9211492538452148,1,0.42857142857142855
0.8760234713554382,2,0.4
0.9437805414199829,1,0.6666666666666666
0.9246580600738525,1,0.4444444444444444
0.9146469235420227,1,0.42857142857142855
0.8229873180389404,2,0.25
0.9239175915718079,1,0.2
0.7306392788887024,1,0.5
0.8417723774909973,2,0.25
0.9152012467384338,1,0.5714285714285714
0.9034817218780518,2,0.8
0.871771514415741,1,0.6
0.8976351022720337,2,0.8333333333333334
0.8082817792892456,2,1.0
0.783279299736023,2,0.875
0.8479096293449402,1,0.2
0.8859870433807373,1,0.5
0.9154364466667175,0,0.6666666666666666
0.7995184659957886,1,0.6666666666666666
0.9062464237213135,0,0.8
0.7686331868171692,0,0.6666666666666666
0.9041963815689087,2,0.6666666666666666
0.8412338495254517,1,0.4444444444444444
0.9173480868339539,1,0.3333333333333333
0.8674643039703369,1,0.6
0.9405533671379089,2,1.0
0.9377507567405701,1,0.8181818181818182
0.8771622180938721,2,0.625
0.9093719124794006,1,0.4
0.9264999628067017,1,0.5
0.9202643036842346,2,0.5
0.9056875109672546,2,0.3333333333333333
0.8120648860931396,1,0.4
0.780269205570221,1,0.6666666666666666
0.6651719808578491,2,1.0
0.8914310932159424,2,0.3333333333333333
0.8367933034896851,1,0.4
0.8630259037017822,2,0.25
0.8671674728393555,2,0.6666666666666666
0.8772547841072083,1,0.25
0.89276123046875,1,0.2
0.8109877705574036,0,0.3333333333333333
0.6825252771377563,2,0.75
0.8726621866226196,2,1.0
0.8816941380500793,2,0.75
0.8456526398658752,2,1.0
0.8115391135215759,1,0.5
0.8103184700012207,2,0.25
0.8965261578559875,1,0.5714285714285714
0.8898287415504456,2,0.25
0.9090784192085266,1,0.4
0.920987606048584,2,0.4444444444444444
0.7866308093070984,2,0.5
0.8886082768440247,1,0.3333333333333333
0.9353262782096863,1,0.4444444444444444
0.9264227151870728,1,0.6
0.8712425827980042,0,1.0
0.8519496321678162,2,1.0
0.8438411355018616,1,0.8
0.8459981679916382,0,0.75
0.8602375984191895,1,0.6666666666666666
0.8052679300308228,2,0.6666666666666666
0.8983678221702576,2,0.8333333333333334
0.828131914138794,1,0.5
0.801950991153717,2,0.5
0.9231082201004028,1,0.6
0.872473955154419,1,0.2857142857142857
0.8150385022163391,2,0.6666666666666666
0.9063352942466736,1,1.0
0.8768588304519653,1,0.5714285714285714
0.916922926902771,1,0.5555555555555556
0.7536747455596924,0,0.3333333333333333
0.9081060290336609,1,0.75
0.8629463911056519,2,0.4
0.9119925498962402,1,0.5714285714285714
0.8346575498580933,1,0.6666666666666666
0.8014329671859741,1,0.8
0.8890526294708252,1,1.0
0.9246693849563599,2,0.4
0.8961097002029419,1,0.6
0.9422974586486816,2,0.875
0.8827155232429504,0,0.4166666666666667
0.7792586088180542,1,0.6666666666666666
0.8615630865097046,2,0.3333333333333333
0.8531439304351807,1,0.6666666666666666
0.8992255330085754,1,0.5
0.7451088428497314,2,0.6
0.8971245288848877,1,0.5714285714285714
0.7276773452758789,2,1.0
0.7276773452758789,2,1.0
0.8657103776931763,2,0.5
0.8587676882743835,1,0.4
0.9312878251075745,2,0.5
0.9236865639686584,2,0.5
0.91175377368927,2,0.8333333333333334
0.9056736826896667,1,0.45454545454545453
0.890052080154419,1,0.3333333333333333
0.8781880140304565,2,0.75
0.8827928900718689,1,0.3333333333333333
0.6923849582672119,1,0.6666666666666666
0.8424591422080994,2,0.6666666666666666
0.8801360726356506,1,0.42857142857142855
0.8768020272254944,1,0.875
0.8929657340049744,2,0.5
0.8794353008270264,2,1.0
0.8677508234977722,1,0.8333333333333334
0.9002386331558228,2,0.75
0.851433277130127,1,1.0
0.8768895268440247,2,0.8333333333333334
0.7926126718521118,1,0.8333333333333334
0.9038922190666199,1,0.75
0.8930352330207825,2,0.8
0.904064416885376,1,0.6666666666666666
0.8123764991760254,2,0.6666666666666666
0.7809778451919556,2,0.6666666666666666
0.700160801410675,2,0.5
0.8743312954902649,1,0.6666666666666666
0.8364601731300354,2,0.6
0.7814515233039856,2,0.5
0.8796447515487671,2,0.5
0.8465183973312378,2,0.75
0.8361202478408813,2,0.6666666666666666
0.8921079039573669,2,1.0
0.8045509457588196,2,0.6666666666666666
0.8400052785873413,1,0.5
0.8174189925193787,2,0.6666666666666666
0.8639819622039795,2,1.0
0.9249551892280579,2,0.7142857142857143
0.8209340572357178,1,1.0
0.8443038463592529,2,1.0
0.884528636932373,1,1.0
0.7612951993942261,2,0.25
0.8744557499885559,1,1.0
0.8719249367713928,1,1.0
0.8817342519760132,2,1.0
0.8281000852584839,2,0.8
0.9279234409332275,2,1.0
0.8891021609306335,2,0.8
0.8827172517776489,1,1.0
0.8847777843475342,1,0.7
0.9513222575187683,1,0.875
0.806877613067627,1,1.0
0.7929027080535889,1,0.7142857142857143
0.8303871154785156,2,1.0
0.9155480861663818,2,0.7
0.8528399467468262,1,0.5714285714285714
0.8191065192222595,2,1.0
0.9224253296852112,2,1.0
0.9123612642288208,2,1.0
0.8929327130317688,2,0.5
0.8659699559211731,2,0.875
0.9384012222290039,1,0.6666666666666666
0.8905860781669617,2,1.0
0.9041599631309509,2,1.0
0.8172652721405029,1,0.25
0.8449023962020874,2,1.0
0.8794251084327698,2,1.0
0.8612610101699829,1,0.875
0.8339270949363708,2,1.0
0.8972022533416748,2,0.8
0.8877241611480713,2,1.0
0.8410986065864563,2,0.6666666666666666
0.8133108615875244,1,0.8
0.909915030002594,1,0.6
0.9103667736053467,2,0.75
0.9354533553123474,2,0.75
0.9588784575462341,1,1.0
0.9173540472984314,2,0.75
0.9403305053710938,2,1.0
0.9577804803848267,2,0.8888888888888888
0.8076679110527039,1,0.5
0.8899832367897034,2,1.0
0.7784795165061951,2,1.0
0.8345018029212952,1,1.0
0.8540526032447815,2,1.0
0.8516765236854553,1,0.75
0.8491066694259644,1,0.5
0.9049340486526489,1,0.75
0.6746872663497925,2,0.6666666666666666
0.7946772575378418,0,1.0
0.8468525409698486,2,1.0
0.8367531299591064,1,0.8
0.8837578296661377,1,0.8333333333333334
0.9107844829559326,2,0.8333333333333334
0.9156893491744995,2,0.4
0.884365975856781,1,0.8
0.8943411111831665,1,1.0
0.9207343459129333,2,0.6666666666666666
0.8696971535682678,1,0.5
0.8581449389457703,1,0.7142857142857143
0.9012953639030457,1,0.9
0.8189219236373901,0,1.0
0.8689188361167908,1,1.0
0.8003344535827637,1,1.0
0.8363789916038513,0,0.8333333333333334
0.8495643734931946,1,1.0
0.83976149559021,2,0.6
0.8559412360191345,2,0.6666666666666666
0.8343653678894043,2,1.0
0.9028764963150024,1,1.0
0.8488041758537292,1,1.0
0.8682668209075928,2,1.0
0.847919225692749,2,0.75
0.8967232704162598,0,0.5
0.8895490169525146,0,1.0
0.8647642135620117,2,0.75
0.9011542797088623,2,1.0
0.8099350333213806,2,1.0
0.8268072009086609,2,1.0
0.8845222592353821,2,1.0
0.8272525668144226,2,1.0
0.9073970317840576,2,0.75
0.8832563161849976,1,0.5
0.8702126145362854,1,0.6666666666666666
0.8831634521484375,1,0.4
0.8167964816093445,2,0.3333333333333333
0.8716610670089722,1,0.4
0.8816553950309753,1,0.8
0.8667349219322205,1,0.4
0.868476152420044,1,0.42857142857142855
0.8575326204299927,1,0.6
0.8978559374809265,1,0.5714285714285714
0.9148670434951782,1,0.2857142857142857
0.8907558917999268,1,0.5714285714285714
0.877924382686615,1,0.2857142857142857
0.9280545711517334,2,0.7
0.8886963129043579,1,0.5
0.8647234439849854,1,0.5
0.9005358219146729,1,0.75
0.9079105854034424,1,0.4
0.8827002048492432,1,0.5
0.8512526750564575,1,0.4
0.8862367272377014,1,0.375
0.7798131108283997,1,0.5
0.8491538763046265,1,0.5
0.911060631275177,2,0.8333333333333334
0.9061232805252075,1,0.2857142857142857
0.9209675788879395,1,0.42857142857142855
0.9148669242858887,1,0.6
0.8942526578903198,1,0.6666666666666666
0.9274311661720276,2,0.6666666666666666
0.8963481783866882,2,0.4
0.7573683261871338,1,0.6666666666666666
0.8634619116783142,1,0.5
0.8990518450737,1,1.0
0.8169909715652466,1,0.5
0.8368039131164551,2,0.5
0.8891848921775818,0,0.6
0.8783063888549805,2,0.6
0.8537209630012512,1,0.3333333333333333
0.8906813859939575,1,0.42857142857142855
0.8660459518432617,1,0.2857142857142857
0.8924072980880737,1,0.5714285714285714
0.883296549320221,1,0.5714285714285714
0.9018784761428833,1,0.4
0.8916586637496948,1,0.5
0.8683345913887024,1,0.4
0.9138524532318115,1,0.5714285714285714
0.9472529292106628,1,0.5
0.9231230616569519,1,0.4
0.9241963028907776,1,0.2222222222222222
0.91004478931427,0,0.75
0.8335433006286621,1,0.625
0.8578535914421082,1,0.3333333333333333
0.8323842287063599,1,0.3333333333333333
0.8489773869514465,2,0.42857142857142855
0.8315170407295227,1,0.1111111111111111
0.8903349041938782,1,0.4166666666666667
0.9002113938331604,1,0.625
0.844889223575592,1,0.5
0.885969340801239,1,0.375
0.9299871325492859,1,0.4
0.8026933670043945,1,0.5
0.8205037117004395,0,0.14285714285714285
0.8830674886703491,1,0.375
0.8748186230659485,1,0.6
0.8976964354515076,2,0.5
0.9007866382598877,1,0.4
0.828071117401123,0,0.75
0.8752850890159607,2,0.4
0.8688631057739258,2,0.75
0.8618959784507751,2,0.4
0.8925967812538147,1,0.5
0.8605921864509583,1,0.16666666666666666
0.8811153769493103,1,0.3333333333333333
0.9190091490745544,0,0.5714285714285714
0.8979296684265137,0,0.5
0.91659015417099,2,0.5
0.9137128591537476,1,0.5714285714285714
0.8963037133216858,1,0.6666666666666666
0.8573957681655884,1,0.4
0.9265385270118713,1,0.42857142857142855
0.9123270511627197,1,0.3333333333333333
0.9276201128959656,1,0.7142857142857143
0.8800733685493469,1,0.3333333333333333
0.890760600566864,1,0.5555555555555556
0.8833040595054626,1,0.2857142857142857
0.9516241550445557,1,0.8571428571428571
0.9015343189239502,1,0.375
0.9621776342391968,1,0.7
0.9364045262336731,1,0.75
0.9053931832313538,1,0.2857142857142857
0.8509355783462524,1,0.6666666666666666
0.8749552369117737,1,0.42857142857142855
0.8949145078659058,1,0.4
0.9107925295829773,2,0.75
0.880218505859375,1,0.4444444444444444
0.8802528977394104,1,0.5
0.8357877731323242,1,0.5
0.8523845672607422,1,0.5
0.9079417586326599,1,0.5714285714285714
0.8861041069030762,2,0.42857142857142855
0.8778054118156433,1,0.5
0.8789333701133728,2,0.5714285714285714
0.9347336888313293,2,0.7
0.9299777746200562,2,0.5555555555555556
0.8243815302848816,0,0.4
0.8602128624916077,1,0.5
0.8383150100708008,0,0.6
0.8767790794372559,1,0.5
0.9089255332946777,0,0.8333333333333334
0.9335508942604065,2,0.7142857142857143
0.8051314949989319,1,0.75
0.8633583188056946,1,0.6666666666666666
0.8660797476768494,2,0.5555555555555556
0.8417496085166931,2,0.42857142857142855
0.8953438401222229,2,0.5454545454545454
0.9125938415527344,1,0.42857142857142855
0.8780233860015869,0,0.5
0.8780331611633301,1,0.5714285714285714
0.8257997632026672,1,0.3333333333333333
0.875328779220581,1,0.1
0.8793794512748718,1,0.125
0.9036873579025269,1,0.42857142857142855
0.9180654287338257,1,0.42857142857142855
0.9265680313110352,1,0.5
0.913952112197876,1,0.4
0.8936111330986023,1,0.18181818181818182
0.9054800271987915,1,0.2
0.9206362366676331,2,0.5714285714285714
0.8802353143692017,1,0.6
0.8839581608772278,1,0.8
0.8485985994338989,2,0.42857142857142855
0.9042443633079529,2,0.42857142857142855
0.893288254737854,1,0.3333333333333333
0.8298617005348206,1,0.4444444444444444
0.9315862059593201,2,0.2727272727272727
0.8846662044525146,1,0.3333333333333333
0.8932348489761353,1,0.2857142857142857
0.8275901675224304,1,0.6
0.9583752155303955,0,0.36363636363636365
0.8690810799598694,1,0.5
0.8627526164054871,1,0.3333333333333333
0.873590886592865,1,0.5
0.8344730734825134,1,0.5
0.8798837661743164,1,0.625
0.8795615434646606,2,0.6
0.8002172112464905,1,0.2
0.8434560894966125,1,0.4
0.8653227090835571,2,1.0
0.8414345979690552,1,0.6
0.8996126651763916,0,0.3333333333333333
0.8916069269180298,0,0.6666666666666666
0.8124164938926697,1,0.4
0.8989707231521606,1,0.5555555555555556
0.920270562171936,2,0.5
0.8441570997238159,1,0.6
0.8897525072097778,2,0.3333333333333333
0.9016786813735962,0,0.6666666666666666
0.819742739200592,1,0.6666666666666666
0.9125601649284363,1,0.2222222222222222
0.8644737601280212,1,0.5
0.8856094479560852,1,0.5714285714285714
0.875115692615509,1,0.42857142857142855
0.9032248258590698,1,0.75
0.848537802696228,2,0.14285714285714285
