SimScore,ATavail,Class
0.6857921808991504,2,1
0.6044500830103943,0,1
0.6370866574476114,1,1
0.46952619305586796,2,1
0.5743025314049961,0,1
0.7294452595523906,2,1
0.7631518917371005,2,1
0.7962810162155113,2,1
0.4163932058338918,0,1
0.5536694273036626,1,1
0.7489849996662132,0,1
0.7863612706423563,2,1
0.7143908671743116,2,1
0.7812768410487749,0,1
0.6454344193587801,1,1
0.7999334545114328,2,1
0.6209727213379233,2,1
0.8148188596048725,0,1
0.49535413054782146,2,1
0.6732634472402519,2,1
0.7978040483413427,2,1
0.6220880411020638,1,1
0.776568142046852,2,1
0.6464196114041686,2,1
0.7686561263462813,1,1
0.6737039010852016,2,1
0.4624626201889616,0,1
0.4712896058105479,0,1
0.5819034110406306,0,1
0.6323166885284077,2,1
0.7760272834714503,2,1
0.6564774421355479,0,1
0.552403194881007,0,1
0.6707607220861737,1,1
0.8352686874102445,1,1
0.7498016612894156,1,1
0.819487832266609,0,1
0.6504876833672769,0,1
0.6462131042044302,0,1
0.6927787602094878,0,1
0.6494147699709241,0,1
0.5509040960763003,0,1
0.6837954820665031,2,1
0.6202814280431939,2,1
0.6086068261579725,2,1
0.4911655481224522,0,1
0.6400823169752764,2,1
0.7572172417851883,2,1
0.6462887873434429,2,1
0.6666861999319271,2,1
0.6885184472666337,2,1
0.7826220633611397,2,1
0.732428897745649,2,1
0.6204445436144602,2,1
0.7143737178985072,2,1
0.6871989497378757,1,1
0.8344487068812186,2,1
0.6596414863595808,2,1
0.7995719498198856,2,1
0.6798917740331681,2,1
0.7750888786709734,2,1
0.7103480809061293,2,1
0.726205205044335,2,1
0.7378862361598382,2,1
0.7318554960994076,2,1
0.821394213449645,0,1
0.8308340053777394,2,1
0.8341285591382229,2,1
0.8299022798509029,2,1
0.7216281573305473,2,1
0.7919910160614012,0,1
0.7795403052609498,0,1
0.6064489697371851,2,1
0.7748547324619999,2,1
0.7463435187964411,2,1
0.6851524706692348,2,1
0.5576137433421094,0,1
0.6602044046262588,1,1
0.7297327413811318,0,1
0.8166280056809158,2,1
0.7862822419228641,2,1
0.7761106342370236,2,1
0.5355226030361009,2,1
0.6095013548404494,2,1
0.752649047436417,2,1
0.7632930798368973,2,1
0.6129352495454471,2,1
0.7926240968870589,2,1
0.8971629251226851,2,1
0.8053402863694422,2,1
0.8394156215465769,2,1
0.5992157592509284,1,1
0.6688547882457947,2,1
0.6404673422711965,2,1
0.5373411480547471,2,1
0.6302970410637463,0,1
0.6854610069082284,2,1
0.749762828230422,2,1
0.7937567817177636,2,1
0.6747625899115971,2,1
0.8579773546655531,2,1
0.6416821051433813,2,1
0.4975249016775884,2,1
0.5379181440943259,0,1
0.6647008897379127,2,1
0.697058455342406,2,1
0.7549111945754056,0,1
0.6454270311622659,2,1
0.5233562856208627,1,1
0.5164923585096785,0,1
0.6539731610081143,0,1
0.5710618194126429,0,1
0.7578849607487623,2,1
0.679552293669646,2,1
0.8106934579431694,2,1
0.7980326022882133,1,1
0.7743341695847954,1,1
0.7707565550985207,0,1
0.7550273328539183,2,1
0.8728798728196314,2,1
0.5878565173910738,2,1
0.7569463273985243,2,1
0.6698941913708515,2,1
0.8381891598317514,2,1
0.5885354812855293,2,1
0.6104823936027239,2,1
0.7530304040965331,2,1
0.796273026563945,2,1
0.7715661932089952,2,1
0.9112209223064014,2,1
0.8186072853292037,2,1
0.7589495148874892,2,1
0.6366998696269999,2,1
0.7463895323869687,2,1
0.7519416741042732,2,1
0.6895152185378536,0,1
0.8409581324663618,2,1
0.7484466832186527,2,1
0.4327315190716888,2,1
0.7109674041957619,2,1
0.7233701750770691,2,1
0.6946236216761197,0,1
0.8318631797388011,2,1
0.6774493021330475,0,1
0.7749561718855277,0,1
0.7540029781144648,0,1
0.5976727003324276,0,1
0.810016818912887,2,1
0.6914604278627061,0,1
0.8066248344315736,2,1
0.6187971682007821,0,1
0.8326193321438757,0,1
0.6837528722480996,2,1
0.758394832566797,2,1
0.7423632522170666,0,1
0.6164562150854391,0,1
0.8742145844985277,0,1
0.8647944935583035,2,1
0.720540267125354,1,1
0.710614979653587,2,1
0.7219024011183962,2,1
0.8521987416839855,2,1
0.796397071766623,2,1
0.815542217311797,2,1
0.7268014804247022,2,1
0.780795058047189,2,1
0.7283798485586139,2,1
0.6318027314199054,2,1
0.6338640293831977,2,1
0.626277004451103,0,1
0.843457264652141,2,1
0.6288918247294534,2,1
0.6101606054640866,1,1
0.7653123877728095,0,1
0.6126850045753991,2,1
0.706080923091968,2,1
0.8517634173675567,0,1
0.5519464622348415,2,1
0.8116864479978417,2,1
0.6990732336760535,2,1
0.8355600096345779,1,1
0.8375188760905112,2,1
0.5342093148183426,2,0
0.8006180855995844,2,0
0.8050522502335057,2,0
0.7947187673552655,2,1
0.7000295000102639,0,0
0.6283851443233814,2,0
0.668960718987113,2,1
0.5737807857275523,1,0
0.6566705593353189,2,1
0.7311855851713098,0,1
0.753198452726192,1,1
0.698043464403971,2,0
0.8253218091078326,2,0
0.8424539636751966,0,1
0.673752056183772,2,1
0.8523512916994049,0,0
0.7626181909639854,0,0
0.6300887718104545,2,0
0.7962863764910739,2,0
0.7729540185695591,2,0
0.7949460892524737,2,1
0.7822754809295134,2,0
0.7106993288224652,2,0
0.6150637814509716,0,1
0.6088936699272827,0,0
0.5439686466961439,2,0
0.5731719941119895,1,0
0.7354384619293163,1,0
0.7804113712007306,2,0
0.7992161966951826,2,1
0.797267555120919,2,0
0.7774989423757535,2,1
0.7826248299644744,2,1
0.7125477868819088,0,0
0.7406153895330003,0,0
0.7615435110198759,0,1
0.6291628974684185,2,1
0.7218846187644654,2,0
0.5331749431673891,2,0
0.6419016571434529,2,0
0.48628544484115405,2,0
0.644032754537092,1,0
0.5216762379398223,2,1
0.7149544139082815,1,1
0.7248302715856999,2,1
0.5570977569072564,2,1
0.6424701682052439,0,1
0.679719077373727,2,0
0.7130391903930913,2,1
0.5010804388298257,2,0
0.6797325363440366,2,1
0.6116248610412034,2,0
0.663377060887874,2,1
0.6308485499050531,0,0
0.6884533187569521,2,0
0.7622447484586705,1,0
0.8107842867198681,2,0
0.498130684293568,2,0
0.5252956651967722,2,1
0.46768551178031686,2,0
0.4935189414884853,2,1
0.7251564116264484,0,0
0.4355058071832671,2,1
0.5247491834887321,2,0
0.6633341753983075,2,0
0.7125293089190737,1,1
0.7692266441093281,0,0
0.8696489043450525,2,0
0.5256517487417196,2,1
0.5449909569014961,2,0
0.71770200229793,1,0
0.6467832354070514,2,0
0.6152681116165425,2,1
0.49397875998063656,0,1
0.5381737509325152,0,0
0.4092139992024779,0,1
0.5624054659312455,0,0
0.38474199805086906,0,0
0.5506301931019781,0,1
0.8443011221491958,0,0
0.7640734617177002,0,0
0.788671182888297,0,0
0.5165575521095808,2,1
0.5769818922849724,2,0
0.820175815202103,2,1
0.7405575696294739,0,0
0.8083280271868297,0,1
0.6253038281106179,0,1
0.5304840145798858,2,1
0.7199088879586876,2,0
0.7691986747334832,2,0
0.8083879379447766,0,1
0.8195512680283639,0,0
0.7360503134642498,2,1
0.8803527563531114,2,0
0.821746077585786,2,0
0.7613685691377952,0,1
0.7850955163499418,2,1
0.8613025757331073,2,1
0.8629252610043879,2,0
0.8149113568691082,2,0
0.8517769336702148,2,1
0.8078274506730586,2,0
0.7928345057851283,1,0
0.6568094510173613,2,1
0.8248990925858182,2,0
0.6174364773269104,2,0
0.8016982444383602,2,0
0.8013851800137344,1,0
0.7910130030866329,0,1
0.7590536585703666,0,0
0.7886069085642207,2,1
0.8036377008998409,1,1
0.8493022590912023,2,0
0.8537800570802117,2,0
0.7786906897982757,2,0
0.805858496711475,2,1
0.7180230258949154,2,0
0.7342148236787591,2,0
0.7607496385209971,2,0
0.7407228689919483,2,0
0.6894220310841765,1,0
0.7941784969005199,0,1
0.7178039393417294,1,1
0.7158391989272876,0,0
0.8150774584921828,2,1
0.8156825556362354,2,0
0.7857805524786978,0,0
0.8849358921814847,2,0
0.8068842360147953,2,1
0.8355066151806526,2,0
0.7905206334632817,0,1
0.810284613275144,2,0
0.907542362519252,2,1
0.6887786115308718,0,0
0.7405083325228932,2,0
0.6648779779514514,1,0
0.8108846441843387,2,0
0.6629443472724907,2,1
0.714363491481599,2,1
0.6157749883684167,0,0
0.782820234373842,0,0
0.6762439348810534,0,1
0.8776225215698156,0,0
0.7625492834733218,0,0
0.6228012217274013,0,0
0.6275206996509107,0,1
0.8042364437494556,0,1
0.77660971429764,0,1
0.7337262674652396,1,0
0.7471000995185136,2,0
0.6269840365086048,2,1
0.6428055335751951,2,0
0.6497067802264067,1,0
0.7516329434661598,2,1
0.7692707396087723,1,1
0.7846370383742572,2,1
0.7580360781711863,1,1
0.8413721873211996,2,0
0.4325906548739401,2,0
0.5007052487798227,2,1
0.754471919977233,2,0
0.7112468379571903,2,1
0.698784544833477,2,0
0.8398075464715646,2,1
0.6285481096903268,1,1
0.6728032925107751,2,0
0.8129209761679489,1,0
0.7717873530948157,2,1
0.8755112163045553,0,0
0.5906636789679823,0,0
0.664787934918357,1,1
0.7348614960357719,2,0
0.6937969838105063,2,0
0.6305419694071065,2,1
0.6815163610715209,2,1
0.7371271058241261,2,0
0.7102638555263151,2,0
0.4204236860541212,2,1
0.8111142632955796,2,1
0.725454195297804,2,1
0.6039581381943113,2,0
0.709007030150095,2,1
0.5238681437390593,2,0
0.5474002847901337,0,0
0.5911819685973864,2,0
0.8256797724124635,2,0
0.5971474814420998,1,0
0.8234502018632005,2,1
0.6832008094166766,1,1
0.6892467178581114,2,0
0.5501811575720646,2,0
0.7360630665040822,2,1
0.7249916075859915,2,0
0.8377317423041689,2,0
0.6961038905473852,2,1
0.7438377018381458,2,1
0.6788332214276518,2,0
0.686249730304071,2,1
0.6614196287133381,2,0
0.8072612696071418,2,1
0.6823623823230304,2,0
0.7230662693236541,2,0
0.7189609950709072,2,1
0.848536015148693,2,1
0.7489495590256984,2,1
0.807464443781812,0,0
0.8833488310783102,2,0
0.830920226889154,0,1
0.7979553624855259,2,1
0.8080577466607602,2,0
0.7948390371144849,2,0
0.8212849569328826,2,1
0.7589675015883239,0,1
0.8368243912855003,2,0
0.7514700197513229,0,0
0.7380358269429697,1,0
0.7466556566018013,0,1
0.675819836028826,0,0
0.7104036220957367,0,0
0.7650055450621589,2,1
0.7512555775833551,2,0
0.7708427501776237,2,0
0.6576719704949545,1,0
0.7741541701648071,0,0
0.7534340616452418,2,1
0.819523363035454,2,0
0.6351430931990634,2,1
0.7545737021108171,1,1
0.6770902466966789,2,0
0.6693592207800436,2,1
0.7163487958713272,2,0
0.8413881496801605,2,0
0.5783386735256463,2,1
0.46703655222374074,2,1
0.8643107210602445,2,0
0.4754351785063535,2,0
0.6906772608152151,2,1
0.7415669788035336,2,0
0.6769758394735333,2,0
0.7969318827876746,2,1
0.7047504313344646,0,1
0.7009110493080872,2,0
0.7710440554990383,2,0
0.6635900289556584,2,1
0.8599703801853861,2,0
0.8579193064883447,2,0
0.8179585968961557,2,0
0.6484915825847596,0,0
0.8092650601509549,2,0
0.6292242421868497,0,1
0.6936738979631248,2,0
0.7456951420814909,0,1
0.7189749731879252,2,1
0.6448871237166792,2,0
0.6781901398339789,2,1
0.7239070805285446,0,0
0.6637240153206386,0,0
0.9108400301669599,0,0
0.6719103656706368,0,1
0.6254678574538539,2,1
0.6668187667698,2,1
0.5494399709857714,0,0
0.7887491773448173,0,0
0.7208170279106776,2,1
0.7352717247707422,0,0
0.779225253780062,0,0
0.5754124665324152,1,1
0.8872250653991164,0,0
0.7939641266033701,0,0
0.6287419507016642,0,0
0.7039754528404605,0,0
0.7273812067474972,0,0
